SAAO25920,38
SAAO25921,218
SAAO25922,102
SAAO25923,219
SAAO25924,57
SAAO25925,133
SKDAO8997,156
SKDAO8998,101
SKDAO8999,43
SKDAO9000,179
CCAP3563,123
CCAP3564,131
CCAP3565,167
CCAP3566,90
CCAP3567,246
CCAP3568,263
CCAP3569,233
SKDAO9029,121
SKDAO9030,243
SKDAO9031,44
SKDAO9032,222
SKDAO9033,63
SKDAO9034,20
SKDAO9035,5
SKDAO9036,21
SKDAP9065,205
SKDAP9066,194
SKDAP9059,13
SKDAP9060,250
SKDAP9061,275
SKDAP9062,275
SKDAP9063,14
SKDAP9064,186
SAAP25932,89
SAAP25933,66
SAAP25934,252
SAAP25935,293
SAAP25936,130
SAAP25937,84
SAAP25938,234
SAAP25939,166
SAAP25940,180
SKDAP9053,66
SKDAP9054,107
SKDAP9055,294
SKDAP9056,52
SKDAP9057,55
SKDAP9058,192
SKDAP9048,120
SKDAP9049,280
SKDAP9050,62
SKDAP9051,87
SKDAP9052,81
CCAO3491,159
CCAO3492,80
CCAO3493,169
CCAO3494,135
CCAO3495,48
CCAO3496,229
CCAO3497,9
CCAO3498,165
CCAO3499,229
CCAO3500,72
CCAO3501,230
CCAO3502,82
CCAO3503,157
CCAO3504,111
CCAO3505,28
CCAO3506,254
CCAO3507,261
CCAO3508,229
CCAO3509,146
CCAO3510,87
CCAO3511,265
CCAO3512,281
CCAO3513,232
CCAO3514,69
CCAO3515,24
CCAO3516,285
CCAO3517,74
CCAO3518,133
CCAO3519,292
CCAO3520,291
CCAO3521,271
CCAO3522,235
CCAO3523,244
KRTAO3316,10
KRTAO3317,85
KRTAO3318,41
KRTAO3319,197
KRTAO3320,189
KRTAO3321,61
KRTAO3322,87
KRTAO3323,91
KRTAO3324,120
SKDAO9001,266
SKDAO9002,178
SKDAO9003,209
SKDAO9004,199
SKDAO9005,181
SAAO24932,241
SAAO24933,148
SAAO24934,252
SAAO24935,180
SAAO24936,85
SAAO24937,27
SAAO24938,276
SAAO24939,273
SKDAO9025,194
SKDAO9026,28
SKDAO9027,177
SKDAO9028,167
SAAO25446,98
SAAO25447,9
SAAO25448,15
SAAO25449,181
SAAO25450,191
SAAO25451,34
SAAO25452,133
SAAO25453,124
SAAO25454,300
SAAO25455,210
SAAO25456,137
SAAO25457,96
SAAO25458,30
SAAO25459,141
SAAO25460,230
CCAO3475,254
CCAO3476,285
CCAO3477,115
CCAO3478,33
CCAO3479,151
CCAO3480,236
CCAO3481,107
CCAO3482,167
CCAO3483,236
CCAO3484,54
CCAO3485,200
CCAO3486,17
CCAO3487,71
CCAO3488,81
CCAO3489,104
CCAO3490,197
SAAO25732,116
SAAO25733,204
SAAO25734,216
SAAO25735,163
SAAO25736,275
SAAO25737,168
SAAO25738,234
SAAO25739,135
SAAO25720,16
SAAO25721,22
SAAO25722,113
SAAO25723,289
SAAO25724,57
SAAO25725,260
SAAO25726,3
SAAO25727,39
SAAO25728,81
SAAO25729,263
SAAO25730,50
SAAO25731,129
KRTAO3308,18
KRTAO3309,53
KRTAO3310,274
KRTAO3311,296
KRTAO3312,98
KRTAO3313,153
KRTAO3314,89
KRTAO3315,131
SAAO25195,102
SAAO25196,40
SAAO25197,37
SAAO25198,183
SAAO25199,0
SAAO25200,100
SAAO25201,217
SAAO25202,239
SAAO25203,137
SAAO24898,253
SAAO24899,219
SAAO24900,64
SAAO24901,174
SAAO24902,227
SAAO24903,35
SAAO24904,93
SAAO24905,145
SAAO24906,182
SAAO24907,295
SAAO24908,252
SAAO24909,108
SAAO24910,188
SAAO24911,203
SAAO24912,61
SAAO24913,58
SAAO24914,1
SAAO24915,148
CCAO3454,225
CCAO3455,18
CCAO3456,297
CCAO3457,92
CCAO3458,229
CCAO3459,80
CCAO3460,12
CCAO3461,146
CCAO3462,229
CCAO3463,151
CCAO3464,157
CCAO3465,10
CCAO3466,174
CCAO3467,233
CCAO3468,235
CCAO3469,224
CCAO3470,217
CCAO3471,189
